,IRN,ORGANIZATION NAME,GRADE SPAN,Address,ORG PHONE,Latitude,Longitude
405,11551,Field High School,9-12,"2900 State Route 43, Mogadore, Ohio, 44260",(330) 673-9591,41.0681459,-81.345074
406,2147,Bellbrook Middle School,6-8,"3600 Feedwire Rd, Bellbrook, Ohio, 45305",(937) 848-2141,39.66107879999999,-84.0718613
407,2642,Beverly Elementary School,K-8,"3548 S Detroit Ave, Toledo, Ohio, 43614",(419) 671-2600,41.6016983,-83.6094822
408,3038,Bluffton High School,9-12,"106 W College Ave, Bluffton, Ohio, 45817",(419) 358-7941,40.892978,-83.8938452
409,12443,Fredericktown Elementary School,K-5,"111 Stadium Drive, Fredericktown, Ohio, 43019",(740) 694-2781,40.475551,-82.553731
410,5769,Chagrin Falls Middle School,7-8,"342 E Washington St, Chagrin Falls, Ohio, 44022",(440) 247-4746,41.426818,-81.380651
411,1917,Beatty Park Elementary School,K-5,"519 Trevitt St, Columbus, Ohio, 43203",(614) 365-6074,39.97633560000001,-82.9714937
412,3988,Midview North Elementary School,K-2,"13070 Durkee Rd, Grafton, Ohio, 44044",(440) 748-6869,41.29910200000001,-82.05765090000001
413,4879,Cardington-Lincoln Elementary School,"K-4,P","121 Nichols St, Cardington, Ohio, 43315",(419) 864-6692,40.49616870000001,-82.8919429
414,5157,Chestnut Elementary School,K-5,"341 Chestnut St, Painesville, Ohio, 44077",(440) 392-5350,41.7046252,-81.255411
415,9829,Echo Hills Elementary School,K-4,"4405 Stow Rd, Stow, Ohio, 44224",(330) 689-5450,41.18121970000001,-81.4258324
416,10827,Evamere Elementary School,K-1,"76 N Hayden Pkwy, Hudson, Ohio, 44236",(330) 653-1226,41.2430434,-81.4285565
417,12609,Fort Island Primary Elementary School,K-4,"496 Trunko Rd, Fairlawn, Ohio, 44333",(330) 664-4890,41.1203292,-81.6258814
418,1099,Ashland Middle School,6-8,"1520 King Rd, Ashland, Ohio, 44805",(419) 289-7966,40.85222520000001,-82.32523760000002
419,1594,Barnesville Elementary School,K-4,"210 W Church St, Barnesville, Ohio, 43713",(740) 425-3639,39.9887071,-81.17862559999998
420,1800,Bay Middle School,5-8,"27725 Wolf Rd, Bay Village, Ohio, 44140",(440) 617-7600,41.484162,-81.92661100000002
421,2485,Edison Middle School (formerly Berlin-Milan Middle School),4-8,"20 Center St, Berlin Heights, Ohio, 44814",(419) 588-2078,41.3238657,-82.4913444
422,2980,E J Blott Elementary School,K-4,"4115 Shady Rd, Youngstown, Ohio, 44505",(330) 759-1053,41.1573084,-80.6566526
423,3376,Bradford High School,6-12,"750 Railroad Ave, Bradford, Ohio, 45308",(937) 448-2719,40.1414277,-84.43275729999998
424,4267,Paul C Bunn Elementary School,"P,K-8","1825 Sequoya Dr, Youngstown, Ohio, 44514",(330) 744-8963,41.047691,-80.623403
425,6049,Cherrington Elementary School,K-5,"522 Cherrington Rd, Westerville, Ohio, 43081",(614) 797-7050,40.114384,-82.90795299999998
426,7930,Cuyahoga Falls High School,9-12,"2300 4th St, Cuyahoga Falls, Ohio, 44221",(330) 926-3808,41.1394062,-81.4874655
427,8326,Carrollton Elementary School,"K-5,P","252 3rd St NE, Carrollton, Ohio, 44615",(330) 627-4592,40.5732645,-81.08253690000002
428,8821,Dunbar Early College High School,9-12,"1400 Albritton Dr, Dayton, Ohio, 45408",(937) 542-6760,39.734241,-84.23210300000002
429,9712,Eastview Elementary School,K-4,"230 Lear Rd, Avon Lake, Ohio, 44012",(440) 933-6283,41.5036833,-81.9895449
430,10215,Elizabeth Price Elementary School,K-5,"2610 Delmore St, Cuyahoga Falls, Ohio, 44221",(330) 926-3806,41.1353926,-81.4644311
431,11106,Fairland East Elementary School,K-2,"10732 County Road 107, Proctorville, Ohio, 45669",(740) 886-3120,38.4621523,-82.3189457
432,11395,Valley View Intermediate School,"P,4-6","64 Comstock St, Germantown, Ohio, 45327",(937) 855-4203,39.6297558,-84.37203000000002
433,11601,Struthers Middle School,5-8,"800 5th St, Struthers, Ohio, 44471",(330) 755-1064,41.0487023,-80.6029422
434,12286,Franklin Elementary School,K-4,"200 Takacs Dr, Wadsworth, Ohio, 44281",(330) 335-1470,41.0130153,-81.7254439
435,5041,Carylwood Intermediate School,4-6,"1387 Caryl Dr, Bedford, Ohio, 44146",(440) 439-4509,41.375817,-81.51627859999998
436,5819,Champion High School,9-12,"5976 Mahoning Ave NW, Warren, Ohio, 44483",(330) 847-2305,41.316068,-80.85129609999998
437,6999,Colonial Hills Elementary School,K-6,"5800 Greenwich St, Worthington, Ohio, 43085",(614) 450-5400,40.0823425,-83.00852479999998
438,257,Alexander Elementary School,"K-5,P","6105 School Road, Albany, Ohio, 45710",(740) 698-8831,39.2257046,-82.2066378
439,752,Anna High School,9-12,"1 McRill Way, Anna, Ohio, 45302",(937) 394-2011,40.40144009999999,-84.1753203
440,4929,Alden R Brown Elementary School,K-2,"310 Jamaica Rd, Carlisle, Ohio, 45005",(937) 746-7610,39.5861169,-84.3222264
441,5207,Celina High School,9-12,"715 E Wayne St, Celina, Ohio, 45822",(419) 586-8300,40.5528667,-84.5662553
442,5496,Central Elementary School,K-4,"124 Frederick St, Lexington, Ohio, 44904",(419) 884-1308,40.675213,-82.5845963
443,6387,Watkins Elementary School,"K-5,P","1520 Watkins Rd, Columbus, Ohio, 43207",(614) 365-6411,39.90540170000001,-82.95427269999998
444,6882,Colerain Elementary School,K-5,"4850 Poole Rd, Cincinnati, Ohio, 45251",(513) 385-8740,39.23972819999999,-84.6143463
445,7278,Continental Local High School,7-12,"5211 State Route 634, Continental, Ohio, 45831",(419) 596-3871,41.1068795,-84.26400029999998
446,7773,Crim Elementary School,K-5,"1020 Scott Hamilton Ave, Bowling Green, Ohio, 43402",(419) 354-0400,41.37052389999999,-83.6366303
447,9555,East Technical High School,9-12,"2439 E 55th St, Cleveland, Ohio, 44104",(216) 838-1000,41.4924064,-81.6499118
448,10058,Edison Middle School,7-8,"4201 13th St SW, Massillon, Ohio, 44646",(330) 478-6167,40.789897,-81.464433
449,1149,Athens High School,9-12,"1 High School Rd, The Plains, Ohio, 45780",(740) 797-4521,39.3724446,-82.12800379999999
450,1644,Barrington Road Elementary School,K-5,"1780 Barrington Rd, Upper Arlington, Ohio, 43221",(614) 487-5180,40.000141,-83.05656599999998
451,4317,Burlington Elementary School,K-5,"8781 County Road 1, South Point, Ohio, 45680",(740) 894-4230,38.4151771,-82.5061819
452,4812,Canton South High School,9-12,"600 Faircrest St SE, Canton, Ohio, 44707",(330) 484-8000,40.7484989,-81.37177009999998
453,7161,Concord Elementary School,K-5,"3145 State Route 718, Troy, Ohio, 45373",(937) 332-6730,40.04003,-84.2613547
454,8052,Danbury High School,9-12,"9451 E Harbor Rd, Lakeside Marblehead, Ohio, 43440",(419) 798-4037,41.536318,-82.754286
455,141,Addaville Elementary School,"K-5,P","1333 Brick School Rd, Gallipolis, Ohio, 45631",(740) 367-7283,38.90532779999999,-82.17206949999998
456,4200,Pugliese Elementary West,"P,K,1-4,SN","435 John Scott Hwy Connector, Steubenville, Ohio, 43952",(740) 264-1590,40.3712088,-80.6700444
457,919,Arcanum High School,9-12,"2011 Trojan Ave, Arcanum, Ohio, 45304",(937) 692-5174,39.9953422,-84.54883620000003
458,596,Amelia Elementary School,K-5,"5 E Main St, Amelia, Ohio, 45102",(513) 943-3800,39.03022960000001,-84.2152517
459,802,Anthony Wayne Elementary School,1-6,"16 Farm Ave, Franklin, Ohio, 45005",(937) 743-8640,39.5533841,-84.31195319999998
460,1982,Beavertown Elementary School,K-5,"2700 Wilmington Pike, Kettering, Ohio, 45419",(937) 499-1740,39.7073646,-84.14144999999998
461,2378,Benjamin Franklin ,"P,K-8","1905 Spring Rd, Cleveland, Ohio, 44109",(216) 838-3150,41.4344395,-81.6938772
462,2873,South Webster Jr/Sr High School,7-12,"10529 Main St, South Webster, Ohio, 45682",(740) 778-2320,38.81724060000001,-82.7341642
463,6932,College Hill Fundamental Academy,"K-6,P","1625 Cedar Ave, Cincinnati, Ohio, 45224",(513) 363-1600,39.1980434,-84.54829459999998
464,7328,Copley-Fairlawn Middle School,5-8,"1531 S Cleveland Massillon Rd, Copley, Ohio, 44321",(330) 664-4875,41.096272,-81.64307450000003
465,7823,Crooksville High School,9-12,"4075 Ceramic Way, Crooksville, Ohio, 43731",(740) 982-7015,39.74442670000001,-82.0884183
466,8219,Dawson-Bryant High School,9-12,"1 Hornet Ln, Coal Grove, Ohio, 45638",(740) 532-6345,38.5031842,-82.64587209999998
467,9894,Edgerton High School,7-12,"111 E River St, Edgerton, Ohio, 43517",(419) 298-2331,41.45573599999999,-84.74640989999997
468,10108,Edon Elementary School,K-6,"802 W Indiana St, Edon, Ohio, 43518",(419) 272-3213,41.558151,-84.781086
469,10603,Englewood Hills Elementary School,2-6,"508 Durst Dr, Englewood, Ohio, 45322",(937) 832-5950,39.859566,-84.3046444
470,11288,Fairview High School,9-12,"6289 Us Highway 127, Sherwood, Ohio, 43556",(419) 658-2378,41.34907000000001,-84.552018
471,11783,Olmsted Falls Intermediate Building,4-5,"27043 Bagley Rd, Olmsted Falls, Ohio, 44138",(440) 427-6500,41.3698494,-81.93512919999998
472,1370,Avon High School,9-12,"37545 Detroit Rd, Avon, Ohio, 44011",(440) 934-6171,41.444481,-82.03663399999998
473,3152,Bond Hill Academy,"K-6,P","1510 California Ave, Cincinnati, Ohio, 45237",(513) 363-7900,39.176674,-84.471655
474,6320,Circleville High School,9-12,"380 Clark Dr, Circleville, Ohio, 43113",(740) 474-4846,39.6077965,-82.9218418
475,7211,Conneaut High School,9-12,"381 Mill St, Conneaut, Ohio, 44030",(440) 593-7210,41.9467423,-80.56172620000002
476,8102,Darbydale Elementary School,"H,K,1-4","7000 London Groveport Rd, Grove City, Ohio, 43123",(614) 801-8050,39.8535403,-83.18662549999998
477,8391,Dentzler Elementary School,K-4,"3600 Dentzler Rd, Parma, Ohio, 44134",(440) 885-2430,41.3714427,-81.71055240000003
478,9282,Hollingsworth East Elementary School,K-2,"506 Aukerman St, Eaton, Ohio, 45320",(937) 456-5173,39.74939699999999,-84.62602199999998
479,11171,Fairless High School,9-12,"11885 Navarre Rd SW, Navarre, Ohio, 44662",(330) 767-3444,40.7038755,-81.58448200000002
480,4044,Bryden Elementary School,K-2,"25501 Bryden Rd, Beachwood, Ohio, 44122",(216) 831-3933,41.4691187,-81.5003105
481,5884,Chardon Middle School,4-7,"424 North St, Chardon, Ohio, 44024",(440) 285-4062,41.5905546,-81.20445720000002
482,6775,North College Hill Elementary School,"K-4,P","6955 Grace Ave, North College Hill, Ohio, 45239",(513) 728-4787,39.2186014,-84.55478029999998
483,7666,Crestview High School,9-12,"531 E Tully St, Convoy, Ohio, 45832",(419) 749-9100,40.9167516,-84.70161259999998
484,8557,Eaton Middle School,6-8,"602 Hillcrest Dr, Eaton, Ohio, 45320",(937) 456-2286,39.7329385,-84.64556309999998
485,1537,Barber Community Learning Center,K-6,"665 Garry Rd, Akron, Ohio, 44305",(330) 761-7911,41.0827049,-81.474734
486,2923,Edgewood Elementary School,2-5,"3440 Busenbark Rd, Trenton, Ohio, 45067",(513) 867-7430,39.4753869,-84.48804809999999
487,4994,Bloom-Carroll High School,9-12,"5240 Plum Road NW, Carroll, Ohio, 43112",(740) 756-4318,39.79171789999999,-82.6958339
488,7054,Columbian High School,9-12,"300 S Monroe St, Tiffin, Ohio, 44883",(419) 447-6331,41.1090652,-83.17978570000002
489,9944,Wallace H Braden Middle School,6-8,"3436 Edgewood Dr, Ashtabula, Ohio, 44004",(440) 998-0550,41.8735078,-80.7710613
490,10447,Elmwood Place Elementary School,K-6,"400 Maple St, Cincinnati, Ohio, 45216",(513) 482-7115,39.1880581,-84.4880429
491,12229,Ben Franklin Elementary School,K-5,"533 Beacon Rd, Newark, Ohio, 43055",(740) 670-7340,40.044354,-82.3969
492,1420,Ayersville High School,9-12,"28046 Watson Rd, Defiance, Ohio, 43512",(419) 395-1111,41.2374156,-84.2843468
493,2311,Damascus Elementary,K-4,"14405 Pricetown Road, Salem, Ohio, 44460",(330) 938-4500,40.9094662,-80.9549773
494,3202,Woodridge Middle School,"6-8,UNG","4451 Quick Rd, Peninsula, Ohio, 44264",(330) 928-7420,41.19408060000001,-81.50899299999998
495,3491,Brent Elementary School,K-1,"8791 Brent Dr, Cincinnati, Ohio, 45231",(513) 728-3720,39.2269099,-84.511062
496,8441,DeVeaux Elementary School,K-8,"2620 W Sylvania Ave, Toledo, Ohio, 43613",(419) 671-3200,41.6933002,-83.60788889999998
497,12112,River's Edge Montessori Elementary School,K-6,"108 Linwood St, Dayton, Ohio, 45405",(937) 542-4640,39.7666537,-84.1909998
498,489,Almira,K-8,"3375 W 99th St, Cleveland, Ohio, 44102",(216) 838-6150,41.4616658,-81.75169759999999
499,1875,Beallsville Elementary School,"K-6,P","43824 SR 556, Beallsville, Ohio, 43716",(740) 926-1435,39.8469221,-81.02394659999999
500,2766,Samuel Bissell Elementary School,2-3,"1811 Glenwood Dr, Twinsburg, Ohio, 44087",(330) 486-2100,41.3415027,-81.46435809999998
501,3657,Britton Elementary School,K-5,"4501 Britton Rd, Hilliard, Ohio, 43026",(614) 921-5300,40.051707,-83.136836
502,5439,Willard Elementary School ,"K-5,P","One Flashes Avenue, Willard, Ohio, 44890",(419) 935-5341,41.0460886,-82.7297708
503,7716,Crestwood Elementary School,K-5,"42331 Griswold Rd, Elyria, Ohio, 44035",(440) 284-8002,41.3977702,-82.14318540000002
504,8607,Donnell Middle School,6-8,"301 Baldwin Ave, Findlay, Ohio, 45840",(419) 425-8370,41.0263763,-83.6532127
505,8896,Durling Middle School,5-8,"100 N Ridge Rd W, Lorain, Ohio, 44053",(440) 233-6869,41.4273333,-82.1666892
506,9787,Lee Eaton Elementary School,5-6,"115 Ledge Rd, Northfield, Ohio, 44067",(330) 467-0582,41.3365488,-81.52710929999998
507,10785,Etna Road Elementary School,2-5,"4531 Etna Rd, Whitehall, Ohio, 43213",(614) 417-5400,39.963493,-82.8790099
508,11676,Firelands Elementary School,K-5,"10779 Vermilion Rd, Oberlin, Ohio, 44074",(440) 965-5381,41.3346133,-82.2986343
509,12567,Frontier High School,9-12,"44870 State Route 7, New Matamoras, Ohio, 45767",(740) 865-3441,39.4465993,-81.1435293
510,2154,Bellbrook High School,9-12,"3737 Upper Bellbrook Rd, Bellbrook, Ohio, 45305",(937) 848-3737,39.652728,-84.0677985
511,4549,Beaver Local Elementary School,K-4,"46088 Bell School Rd, East Liverpool, Ohio, 43920",(330) 386-8700,40.7106482,-80.6303345
512,5322,Centerville High School,"9-12,SN","500 E Franklin St, Centerville, Ohio, 45459",(937) 439-3500,39.6269909,-84.1482953
513,6213,Chestnut Ridge Elementary School,K-8,"5088 TR 401, Berlin, Ohio, 44610",(330) 893-2413,40.5608106,-81.79946970000002
514,7104,Columbus Grove High School,9-12,"201 W Cross St, Columbus Grove, Ohio, 45830",(419) 659-2156,40.9216636,-84.0560854
515,8284,Dawson-Bryant Elementary School,K-5,"4503 State Route 243, Ironton, Ohio, 45638",(740) 532-6898,38.5040246,-82.5818815
516,10173,Elgin High School,9-12,"1150 Keener Rd S, Marion, Ohio, 43302",(740) 383-5118,40.569214,-83.244939
517,11064,Bremen Elementary School,K-4,"210 Strayer Ave, Bremen, Ohio, 43107",(740) 569-4135,39.6996378,-82.4338243
518,12450,Fredericktown High School,9-12,"111 Stadium Dr, Fredericktown, Ohio, 43019",(740) 694-2726,40.475551,-82.553731
519,3046,Wapakoneta Middle School,5-7,"400 W Harrison St, Wapakoneta, Ohio, 45895",(419) 739-5100,40.5732802,-84.2013633
520,4432,Byesville Elementary School,K-2,"212 Main St, Byesville, Ohio, 43723",(740) 685-2523,39.970402,-81.53537999999998
521,5777,Chalker High School,9-12,"2482 State Route 534, Southington, Ohio, 44470",(330) 898-7480,41.28401220000001,-80.9596478
522,7559,Coy Elementary School,K-4,"3604 Pickle Rd, Oregon, Ohio, 43616",(419) 693-0624,41.6294454,-83.4611939
523,539,Amanda-Clearcreek Elementary School,3-5,"328 E Main St, Amanda, Ohio, 43102",(740) 969-7253,39.6496392,-82.7348828
524,1925,Columbus Spanish Immersion K-6 School,K-6,"3940 Karl Rd, Columbus, Ohio, 43224",(614) 365-8129,40.0474781,-82.97510539999998
525,3707,Broadway Elementary School,2-3,"223 W Broadway St, Tipp City, Ohio, 45371",(937) 667-6216,39.9595876,-84.17535290000002
526,3996,Brush High School,9-12,"4875 Glenlyn Rd, Lyndhurst, Ohio, 44124",(216) 691-2065,41.5220323,-81.5052972
527,4887,Carey High School,6-12,"2016 Blue Devil Drive, Carey, Ohio, 43316",(419) 396-7638,40.94534760000001,-83.38726129999998
528,5165,Cedarville Elementary School,K-5,"194 Walnut St, Cedarville, Ohio, 45314",(937) 766-3811,39.7479302,-83.80492939999998
529,5660,Lima North Middle School,5-6,"1135 N West St, Lima, Ohio, 45801",(419) 996-3100,40.7579544,-84.10937100000002
530,6056,Rosa Parks Elementary School,K-8,"3350 Cherry St, Toledo, Ohio, 43608",(419) 671-4350,41.6832293,-83.5519042
531,6551,Clear Fork High School,9-12,"987 State Route 97 E, Bellville, Ohio, 44813",(419) 886-2601,40.6102028,-82.47476800000003
532,8946,East Elementary School,K-5,"401 N 3rd St, Upper Sandusky, Ohio, 43351",(419) 294-2396,40.8320131,-83.2762906
533,1313,Craddock Elementary School,1-2,"105 Hurd Rd, Aurora, Ohio, 44202",(330) 562-3175,41.3161928,-81.34154769999998
534,2493,Berne Union Elementary School,"K-6,P","506 N Main St, Sugar Grove, Ohio, 43155",(740) 746-9668,39.629482,-82.54597799999998
535,4770,Canal Winchester High School,9-12,"300 Washington St, Canal Winchester, Ohio, 43110",(614) 833-2157,39.8367474,-82.81314189999998
536,8334,Delta Elementary School,K-4,"1099 Panther Pride Drive, Delta, Ohio, 43515",(419) 822-5630,41.5796901,-83.99441479999999
537,9225,Rossford Elementary School,"K-5,P","28500 Lime City Rd, Rossford, Ohio, 43460",(419) 666-8130,41.5907521,-83.56812339999998
538,9720,Revere Middle School,6-8,"3195 Spring Valley Rd, Akron, Ohio, 44333",(330) 666-4155,41.1987005,-81.617037
539,11114,Fairland High School,9-12,"812 County Road 411, Proctorville, Ohio, 45669",(740) 886-3250,38.4481263,-82.35688640000002
540,12500,Fremont Ross High School,9-12,"1100 North St, Fremont, Ohio, 43420",(419) 332-8221,41.36247520000001,-83.12359959999998
541,877,Applewood Elementary School,K-5,"3891 Applewood Dr, Brunswick, Ohio, 44212",(330) 273-0481,41.2246688,-81.8267911
542,1768,Bath Middle School,6-8,"2700 Bible Rd, Lima, Ohio, 45801",(419) 221-1839,40.7735443,-84.05498329999998
543,2659,Beverly-Center Elementary School,K-6,"510 5th St, Beverly, Ohio, 45715",(740) 984-2371,39.5485269,-81.6292811
544,5827,Champion Middle School,6-8,"284 N 22nd St, Columbus, Ohio, 43203",(614) 365-6082,39.9717191,-82.97040179999998
545,7609,Creekview Elementary School,"K-5,P","4800 Timber Trail Dr, Middletown, Ohio, 45044",(513) 420-4544,39.5051605,-84.34338309999998
546,7898,Currie Elementary School,K-2,"3306 Ridge Rd, Cortland, Ohio, 44410",(330) 637-2976,41.30842699999999,-80.68725400000002
547,8789,Driscoll Elementary School,2-5,"5767 Marshall Rd, Dayton, Ohio, 45429",(937) 434-0562,39.6619855,-84.1488724
548,11569,Field Middle School,6-8,"1379 Saxe Rd, Mogadore, Ohio, 44260",(330) 673-4176,41.0673184,-81.34375870000002
549,265,Albion Elementary School,K-4,"9360 Albion Rd, North Royalton, Ohio, 44133",(440) 582-9060,41.3372519,-81.75588509999999
550,760,Ansonia Elementary School,K-6,"600 E Canal St, Ansonia, Ohio, 45303",(937) 337-5141,40.2156648,-84.6288493
551,4937,Bobby F. Grigsby Intermediate School,3-5,"100 Jamaica Rd, Carlisle, Ohio, 45005",(937) 746-8969,39.590522,-84.320452
552,5710,Wadsworth Middle School,7-8,"150 Silvercreek Rd, Wadsworth, Ohio, 44281",(330) 335-1410,41.024034,-81.70386479999998
553,6601,Clearmount Elementary School,K-2,"150 Clearmount Ave SE, North Canton, Ohio, 44720",(330) 497-5640,40.8740659,-81.3908257
554,6890,Colerain High School,9-12,"8801 Cheviot Rd, Cincinnati, Ohio, 45251",(513) 385-6424,39.2323645,-84.60267549999998
555,7286,Coventry High School,9-12,"1135 Portage Lakes Dr, Akron, Ohio, 44319",(330) 644-3004,41.0064399,-81.553558
556,8672,Johnstown Elementary School,K-5,"200 Leafy Dell Road, Johnstown, Ohio, 43031",(740) 967-5461,40.1626384,-82.6844
557,11452,Fayetteville-Perry Elementary School,"K-5,P","601 S Apple St, Fayetteville, Ohio, 45118",(513) 875-2083,39.1820825,-83.9318845
558,2048,Beechwood Elementary School,2-5,"455 Beechwood Rd, Whitehall, Ohio, 43213",(614) 417-5300,39.965955,-82.894712
559,2543,Bethel Elementary School,K-5,"7490 State Route 201, Tipp City, Ohio, 45371",(937) 845-9439,39.9190184,-84.0862684
560,3434,Summerside Elementary,K-5,"4639 Vermona Dr, Cincinnati, Ohio, 45245",(513) 943-6400,39.1116885,-84.2836944
561,8060,Daniel E Morgan School,"P,K-8","8912 Morris Ct, Cleveland, Ohio, 44106",(216) 838-1400,41.516936,-81.625275
562,1040,Artemus Ward,"P,K-8","4315 W 140th St, Cleveland, Ohio, 44135",(216) 838-6200,41.436373,-81.7901858
563,927,Archbold Elementary School,K-4,"500 Lafayette St, Archbold, Ohio, 43502",(419) 446-2727,41.516236600000006,-84.3100845
564,1818,Lakeview Elementary School,K-4,"2755 Bazetta Rd NE, Warren, Ohio, 44481",(330) 638-2145,41.2927766,-80.7797178
565,2709,Big Walnut High School,9-12,"555 S Old 3c Rd, Sunbury, Ohio, 43074",(740) 965-3766,40.234464,-82.858173
566,2998,Blue Ash Elementary,K-4,"9541 Plainfield Rd, Cincinnati, Ohio, 45236",(513) 686-1710,39.23178619999999,-84.3990573
567,7948,Cuyahoga Hts Elementary School,"K-5,P","4880 E 71st St, Cuyahoga Heights, Ohio, 44125",(216) 429-5880,41.4261927,-81.64364669999998
568,8839,Duncan Falls Elementary School,"K-5,P","397 Oak St, Duncan Falls, Ohio, 43734",(740) 674-5211,39.877251,-81.91196099999998
569,11619,Highland Elementary School,K-6,"1125 Main St, Hamilton, Ohio, 45013",(513) 868-5620,39.4147875,-84.5855349
570,315,Alexander Jr. / Sr. High School,6-12,"6125 School Rd, Albany, Ohio, 45710",(740) 698-8831,39.22512920000001,-82.20319079999999
571,810,Anthony Wayne High School,9-12,"5967 Finzel Rd, Whitehouse, Ohio, 43571",(419) 877-0466,41.533359,-83.7791617
572,1206,Waterloo Elementary School,K-5,"1464 Industry Rd, Atwater, Ohio, 44201",(330) 947-2153,41.028547,-81.193022
573,1701,Batavia High School,9-12,"1 Bull Dog Pl, Batavia, Ohio, 45103",(513) 732-2341,39.0732811,-84.1290199
574,3277,Conotton Valley Elementary,"K-5,P","7205 Cumberland Rd SW, Bowerston, Ohio, 44695",,40.46303,-81.21882099999998
575,6940,Collinwood High School,9-12,"15210 Saint Clair Ave, Cleveland, Ohio, 44110",(216) 838-0500,41.55305120000001,-81.57408099999998
576,7336,Copopa Elementary School,K-4,"13644 W River Rd, Columbia Station, Ohio, 44028",(440) 236-5020,41.31602669999999,-81.9276308
577,8227,Dawson-Bryant Middle School,6-8,"1 Hornet Ln, Coal Grove, Ohio, 45638",(740) 532-1664,38.5031842,-82.64587209999998
578,8722,Dover High School,9-12,"520 N Walnut St, Dover, Ohio, 44622",(330) 364-7148,40.5233054,-81.4817046
579,9118,Jesse Beer - Madison Early Childhood Learning Center,P,"103 Bahl Ave, Mansfield, Ohio, 44905",(419) 589-7851,40.7551134,-82.4879935
580,9613,Easthaven Elementary School,"K-5,P","2360 Garnet Pl, Columbus, Ohio, 43232",(614) 365-6149,39.92376270000001,-82.9068707
581,10611,Indian Valley Intermediate School,2-6,"510 Enon Xenia Pike, Enon, Ohio, 45323",(937) 864-7348,39.8640471,-83.9355215
582,11007,Fairfield Elementary School,K-3,"1313 Eastfield Dr, Maumee, Ohio, 43537",(419) 893-9821,41.5798441,-83.65097039999998
583,11502,Felicity-Franklin Local  High School,9-12,"105 Market St, Felicity, Ohio, 45120",(513) 362-5330,38.8354209,-84.09830199999998
584,11791,Fitch High School,9-12,"4560 Falcon Dr, Youngstown, Ohio, 44515",(330) 797-3900,41.092355,-80.739023
585,8110,Gilbert A. Dater High School,7-12,"2146 Ferguson Rd, Cincinnati, Ohio, 45238",(513) 363-7200,39.12497800000001,-84.60130199999998
586,9001,East Columbus Elementary School,"K-5,P","3100 E. 7th Ave, Columbus, Ohio, 43219",(614) 365-6147,39.98649169999999,-82.9211867
587,11957,Forest Park Elementary School,K-5,"5535 Sandalwood Blvd, Columbus, Ohio, 43229",(614) 365-5337,40.0799294,-82.98182419999998
588,653,Amity Elementary School,K-6,"4320 E Galbraith Rd, Cincinnati, Ohio, 45236",(513) 891-5995,39.2084597,-84.3934161
589,5397,Napoleon Elementary School,"K-6,P","725 Westmoreland Ave, Napoleon, Ohio, 43545",(419) 599-1851,41.3891519,-84.1534786
590,5892,Charles A Mooney School,K-8,"3213 Montclair Ave, Cleveland, Ohio, 44109",(216) 838-3200,41.435315,-81.7058114
591,6783,McPherson Middle School,5-8,"4230 Limerick Rd, Clyde, Ohio, 43410",(419) 547-9150,41.288101,-82.969655
592,7674,Crestview High School,9-12,"1575 State Route 96, Ashland, Ohio, 44805",(419) 895-1700,40.8907203,-82.4573576
593,10454,Ely Elementary School,K-5,"312 Gulf Rd, Elyria, Ohio, 44035",(440) 284-8005,41.3760502,-82.0949248
594,1545,Barberton High School,9-12,"555 Barber Rd, Barberton, Ohio, 44203",(330) 753-1084,41.0261589,-81.60749009999998
595,2436,Berkshire High School,7-12,", Burton, Ohio, 44021",(440) 834-4110,41.47060889999999,-81.1450995
596,3822,Brookside Elementary School,K-6,"6700 Mcvey Blvd, Columbus, Ohio, 43235",(614) 450-5300,40.10148289999999,-83.05778339999998
597,4218,Brook Intermediate School,3-5,"58601 Marietta Rd, Byesville, Ohio, 43723",(740) 685-2526,39.9495601,-81.5585947
598,4713,Ironton Middle School,6-8,"302 Delaware St, Ironton, Ohio, 45638",(740) 532-3347,38.5531855,-82.70663909999998
599,5280,Centerburg Elementary School,K-5,"207 S Preston St, Centerburg, Ohio, 43011",(740) 625-6488,40.299446,-82.696083
600,7062,Columbiana High School,9-12,"700 Columbiana Waterford Rd, Columbiana, Ohio, 44408",(330) 482-3818,40.88137,-80.67881209999999
601,11346,Fallen Timbers Middle School,5-6,"6119 Finzel Rd, Whitehouse, Ohio, 43571",(419) 877-0601,41.5297256,-83.77957640000002
602,3210,Botkins Elementary School,K-6,"404 E State St, Botkins, Ohio, 45306",(937) 693-4241,40.4688865,-84.17961439999998
603,4101,Buckeye Elementary School,K-5,"175 Buckeye Rd, Painesville, Ohio, 44077",,41.7007891,-81.26288749999998
604,4390,Butler Elementary School,"K-5,P","125 College St, Butler, Ohio, 44822",(419) 883-3451,40.590616,-82.429053
605,9340,Mt. Pleasant Elementary School,K-5,"712 N Broad St, Lancaster, Ohio, 43130",(740) 687-7338,39.7216162,-82.5999446
606,12120,Franklin Elementary School,K-4,"310 E 4th St, Delphos, Ohio, 45833",(419) 692-8766,40.8462728,-84.336621
607,208,Adena High School,9-12,"3367 County Road 550, Frankfort, Ohio, 45628",(740) 998-2313,39.4156613,-83.19461559999998
608,497,Alpine Elementary School,K-3,"1590 Alpine Dr, Columbus, Ohio, 43229",(614) 365-5359,40.095578,-82.9737619
609,992,Arlington Local High School,7-12,"336 S Main St, Arlington, Ohio, 45814",(419) 365-5121,40.889062,-83.6522985
