Sponsor IRN,Sponsor,School IRN,School,Telephone,Address,Public District Location IRN,Public District Location,County,First Year of Operation,Grade Levels Served,ConvOrStartup,PhysOrVirtual,School Type 3,Percent Minority,Percent Economically Disadvantaged,Percent Students with Disabilities,Percent Limited English Proficient,Attendance Rate,Overall Grade 2018,Overall Value-Added Grade 2018,Gifted Value-Added Grade 2018,Students with Disabilities Value-Added Grade 2018,Lowest 20% Value-Added Grade 2018,Highly Mobile Value-Added Grade 2018,Graduation Component Grade 2018,Five Year Graduation Rate Grade 2018,Gap Closing Component Grade 2018,Success Component Grade 2018,K3 Literacy Grade 2018,Overall Value-Added Grade 2017,Gifted Value-Added Grade 2017,Students with Disabilities Value-Added Grade 2017,Lowest 20% Value-Added Grade 2017,Highly Mobile Value-Added Grade 2017,Graduation Component Grade 2017,Five Year Graduation Rate Grade 2017,Gap Closing Component Grade 2017,Success Component Grade 2017,K3 Literacy Grade 2017,Overall Value-Added Grade 2016,Gifted Value-Added Grade 2016,Students with Disabilities Value-Added Grade 2016,Lowest 20% Value-Added Grade 2016,Highly Mobile Value-Added Grade 2016,Graduation Component Grade 2016,Five Year Graduation Rate Grade 2016,Gap Closing Component Grade 2016,Success Component Grade 2016,K3 Literacy Grade 2016,Overall Value-Added Grade 2015,Gifted Value-Added Grade 2015,Students with Disabilities Value-Added Grade 2015,Lowest 20% Value-Added Grade 2015,Highly Mobile Value-Added Grade 2015,Five Year Graduation Rate Grade 2015,K3 Literacy Grade 2015,Overall Value-Added Grade 2014,Gifted Value-Added Grade 2014,Students with Disabilities Value-Added Grade 2014,Lowest 20% Value-Added Grade 2014,Five Year Graduation Rate Grade 2014,Overall Value-Added Grade 2013,Gifted Value-Added Grade 2013,Students with Disabilities Value-Added Grade 2013,Lowest 20% Value-Added Grade 2013,Five Year Graduation Rate Grade 2013,Latitude,Longitude,isClosed
048199,ESC of Lake Erie West,000296,Summit Academy Community School-Columbus,(614) 2375497,"2521 Fairwood Ave Ste 100, Columbus, OH 43207",43802,Columbus City School District,Franklin,,K-5,Startup,Site,General Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.91443,-82.958219,No
016998,Ohio Council of Community Schools,000953,Mt. Healthy Preparatory and Fitness Academy,(513) 5876280,"7601 Harrison Ave, Cincinnati, OH 45231",43752,Cincinnati City,Hamilton,FY06,"K,1-8,SN",Startup,Site,General Education,0.964906528,1,0.196097636,--,0.931513982,D,F,NR,F,F,NR,NR,NR,C,NR,D,F,NR,F,F,NR,NR,NR,F,NR,F,F,NR,D,F,NR,NR,NR,F,NR,F,F,NR,F,F,NR,NR,F,A,NR,NR,A,NR,A,NR,C,A,NR,39.2329549,-84.54993,No
083246,St Aloysius Orphanage,012536,Newbridge Math & Reading Preparatory Academy,,,43802,Columbus City School District,Franklin,FY13,"#N/A",Startup,Site,General Education,0.984249905,1,--,0.884619977,0.920988609,F,F,NR,NR,F,D,NR,NR,F,NR,F,F,NR,NR,F,NR,NR,NR,F,NR,D,F,NR,NR,D,F,NR,NR,F,NR,F,A,NR,NR,A,A,NR,F,C,NR,NR,C,NR,C,NR,NR,NR,NR,0,0,Yes
048199,ESC of Lake Erie West,000297,Summit Academy Community School - Dayton,(937) 2784298,"4128 Cedar Ridge Rd, Dayton, OH 45414",43844,Dayton City,Montgomery,,K-8,Startup,Site,General Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8049024,-84.1987403,No
048199,ESC of Lake Erie West,000298,Summit Academy Secondary - Akron,(330) 4342343,"464 S Hawkins Ave, Akron, OH 44320",43489,Akron City,Summit,,9-12,Startup,Site,General Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0965385,-81.5701505,No
048199,ESC of Lake Erie West,132761,Summit Academy Community School Alternative Learners -Xenia,(937) 3725210,"1694 Pawnee Dr, Xenia, OH 45385",45153,Xenia Community City,Greene,FY02,K-12,Startup,Site,Special Education,0.183082049,0.724593696,0.839631875,--,0.905882712,F,F,NR,D,C,NR,NR,NR,F,NR,F,F,NR,F,D,NR,NR,NR,F,NR,C,B,NR,B,B,NR,NR,NR,F,NR,F,F,NR,F,C,NR,NR,F,B,NR,A,A,NR,C,NR,A,A,NR,39.6751004,-83.9592943,No
043968,Fairborn City,149088,Fairborn Digital Academy,(937) 8790511,"700 Black Ln, Fairborn, OH 45324",43968,Fairborn City,Greene,FY03,9-12,Conversion,Virtual,Dropout Prevention and Recovery,0.169104154,0.718846978,0.202334593,--,0.997712536,Meets Standards,35.4,Meets Standards,37.5,Exceeds Standards,51.9,Exceeds Standards,Exceeds Standards,67.1,51.1,Meets Standards,Meets Standards,27.6,Exceeds Standards,50.6,Exceeds Standards,66.3,68.1,Exceeds Standards,Exceeds Standards,52.7,86.7,Exceeds Standards,38.2,Exceeds Standards,59.6,Exceeds Standards,Exceeds Standards,49.1,57.7,Exceeds Standards,44.4,Meets Standards,Does Not Meet Standards,Exceeds Standards,73.3,51.9,60,Exceeds Standards,53.8,Meets Standards,25.6,50.5,76.5,Exceeds Standards,49.3,Exceeds Standards,Exceeds Standards,39.832228,-83.9869609,No
016998,Ohio Council of Community Schools,009147,Northpointe Academy,,,44909,Toledo City,Lucas,FY09,"#N/A",Startup,Site,General Education,0.948975602,1,0.19547152,--,0.872919178,D,F,NR,C,F,NR,NR,NR,B,NR,D,F,NR,NR,F,NR,NR,NR,F,NR,D,F,NR,C,F,NR,NR,NR,F,NR,F,C,NR,A,B,NR,NR,F,C,NR,NR,F,NR,D,NR,NR,F,NR,0,0,Yes
045179,Zanesville City,009148,Zanesville Community School,(740) 5885685,"920 Moxahala Ave, Zanesville, OH 43701",45179,Zanesville City,Muskingum,FY08,9-12,Conversion,Site,Dropout Prevention and Recovery,0.359620478,1,0.272062424,--,0.672742418,Meets Standards,72,Exceeds Standards,69.8,Exceeds Standards,71.1,Exceeds Standards,Exceeds Standards,63.5,67.2,Exceeds Standards,Exceeds Standards,64.6,Exceeds Standards,69.7,Exceeds Standards,55.8,64.7,Exceeds Standards,Exceeds Standards,66.8,73.2,Exceeds Standards,55.7,Exceeds Standards,51.9,Exceeds Standards,Exceeds Standards,77.4,79.5,Exceeds Standards,69.4,Does Not Meet Standards,Does Not Meet Standards,Does Not Meet Standards,23.1,49,61.5,Exceeds Standards,79.5,Exceeds Standards,68.4,66.8,21.4,Exceeds Standards,58.5,Exceeds Standards,Exceeds Standards,39.9240447,-82.0048625,No
007991,Educational Resource Consultants of Ohio,015709,Beacon Academy,(330) 9415852,"1379 Garfield Ave SW, Canton, OH 44706",43711,Canton City,Stark,FY17,K-12,Startup,Site,General Education,0.711183131,1,0.280397853,--,0.898171414,F,C,NR,D,C,NR,NR,NR,F,NR,F,B,NR,B,C,NR,NR,NR,F,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40.7853842,-81.3936382,No
000862,Buckeye Community Hope Foundation,009149,Constellation Schools: Westside Community School of the Arts,(216) 6881900,"3727 Bosworth Rd, Cleveland, OH 44111",43786,Cleveland Municipal,Cuyahoga,FY08,K-8,Startup,Site,General Education,0.77901043,0.986511456,0.131244484,0.08272311,0.92583089,D,F,NR,F,C,NR,NR,NR,F,NR,C,F,NR,C,C,NR,NR,NR,F,NR,C,F,NR,D,D,NR,NR,NR,F,NR,F,F,NR,C,F,NR,NR,D,A,NR,D,F,NR,C,NR,D,D,NR,41.4518114,-81.7633127,No
000862,Buckeye Community Hope Foundation,011533,Horizon Science Academy Lorain,(440) 2824277,"760 Tower Blvd, Lorain, OH 44052",44263,Lorain City,Lorain,FY10,K-12,Startup,Site,General Education,0.698146297,1,0.11838399,0.105254749,0.932768724,C,C,NR,D,D,NR,A,NR,D,F,C,C,NR,D,D,NR,NR,NR,F,NR,B,D,NR,F,F,NR,NR,NR,F,NR,F,F,NR,D,D,NR,NR,F,C,NR,F,C,NR,B,NR,C,C,NR,41.438197,-82.1766318,No
016998,Ohio Council of Community Schools,000509,Whitehall Preparatory and Fitness Academy,(614) 3244585,"3474 E Livingston Ave, Columbus, OH 43227",45070,Whitehall City,Franklin,FY05,K-8,Startup,Site,General Education,0.963428486,1,0.212433449,0.083235195,0.935841175,D,F,NR,C,C,NR,NR,NR,C,NR,D,F,NR,C,F,NR,NR,NR,F,NR,F,F,NR,C,D,NR,NR,NR,F,NR,NR,A,NR,A,A,NR,NR,NR,F,NR,F,F,NR,D,NR,F,F,NR,39.9466566,-82.9031292,No
000862,Buckeye Community Hope Foundation,011534,Horizon Science Academy Dayton High School,(937) 2811480,"250 Shoup Mill Rd, Dayton, OH 45415",43844,Dayton City,Montgomery,FY10,K-12,Startup,Site,General Education,0.863448972,1,0.150097682,0.079448836,0.893124772,F,F,NR,D,D,NR,F,F,F,F,NR,D,NR,D,C,NR,F,F,F,F,NR,A,NR,B,A,NR,F,F,F,F,NR,F,NR,C,D,NR,F,NR,F,NR,D,F,D,C,NR,B,D,F,39.8116038,-84.224422,No
000862,Buckeye Community Hope Foundation,000843,Bennett Venture Academy,(419) 2692247,"5130 Bennett Road, Toledo, OH 43612",44909,Toledo City,Lucas,FY06,K-8,Startup,Site,General Education,0.640137918,1,0.149331251,--,0.929779809,F,F,NR,F,F,NR,NR,NR,F,NR,D,F,NR,A,C,NR,NR,NR,F,NR,C,D,NR,A,C,NR,NR,NR,F,NR,F,A,NR,C,B,NR,NR,F,D,NR,B,D,NR,F,NR,B,C,NR,41.7096209,-83.5552339,No
000862,Buckeye Community Hope Foundation,011986,Horizon Science Academy Youngstown,(330) 7823003,"3403 Southern Blvd, Youngstown, OH 44507",45161,Youngstown City,Mahoning,FY11,K-12,Startup,Site,General Education,0.924000583,0.997490517,0.133527865,0.063597905,0.928932511,D,F,NR,D,F,NR,NR,NR,F,NR,C,F,NR,D,F,NR,NR,NR,F,NR,D,F,NR,A,F,NR,NR,NR,F,NR,F,F,NR,C,F,NR,NR,D,B,NR,F,D,NR,A,NR,NR,D,NR,41.0647621,-80.6560423,No
083246,St Aloysius Orphanage,133819,Lincoln Preparatory Academy,,,43786,Cleveland Municipal,Cuyahoga,FY00,"#N/A",Startup,Site,General Education,0.845659778,1,0.213184664,0.219388876,0.87838002,F,F,NR,F,F,D,NR,NR,F,NR,D,F,NR,F,F,NR,NR,NR,F,NR,D,F,NR,NR,F,NR,NR,NR,F,NR,F,C,NR,NR,C,NR,NR,F,B,NR,NR,C,NR,A,NR,NR,C,NR,0,0,Yes
048199,ESC of Lake Erie West,143297,The Autism Academy Of Learning,(419) 8657487,"110 Arco Dr, Toledo, OH 43607",44909,Toledo City,Lucas,FY02,"K,1-12,UNG",Startup,Site,Special Education,0.47634862,0.616282196,1,--,0.866403653,D,NR,NR,NR,NR,NR,NR,NR,C,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,41.6364457,-83.6227875,No
000821,Thomas B. Fordham Foundation,012924,DECA PREP,(937) 6100110,"200 Homewood Ave, Dayton, OH 45405",43844,Dayton City,Montgomery,FY13,K-8,Startup,Site,General Education,0.979559104,0.735959466,0.085957789,--,0.937578554,C,A,NR,C,B,NR,NR,NR,F,NR,C,A,NR,D,A,NR,NR,NR,D,NR,D,F,NR,NR,D,NR,NR,NR,F,NR,F,B,NR,NR,F,F,NR,NR,F,NR,NR,C,NR,F,NR,NR,C,NR,39.7740678,-84.2031065,No
008316,Richland Academy,010036,Cesar Chavez College Preparatory School,(614) 2943020,"2400 Mock Rd, Columbus, OH 43219",43802,Columbus City School District,Franklin,FY09,K-12,Startup,Site,General Education,0.996377416,0.999575795,0.041154716,0.679264922,0.930428725,C,B,NR,NR,B,NR,NR,NR,B,NR,D,A,NR,NR,B,NR,NR,NR,B,NR,D,F,NR,NR,F,NR,NR,NR,F,NR,F,A,NR,NR,A,NR,NR,F,C,NR,NR,C,NR,C,NR,NR,C,NR,40.012389,-82.944972,No
016998,Ohio Council of Community Schools,000236,"Ohio Connections Academy, Inc",(513) 4869120 ext 9120,"3615 Superior Ave E, Cleveland, OH 44114",43786,Cleveland Municipal,Cuyahoga,FY04,K-12,Startup,Virtual,General Education,0.251815955,0.419599538,0.126707534,0.003247038,0.938059893,D,F,NR,F,F,F,F,F,F,F,D,F,NR,F,D,F,F,F,F,F,C,F,NR,C,C,C,F,F,F,F,B,A,NR,A,A,A,F,B,F,NR,F,D,F,F,NR,F,D,F,41.5128956,-81.6654452,No
016998,Ohio Council of Community Schools,142950,Ohio Virtual Academy,(419) 4820948,"1690 Woodlands Dr Ste 200, Maumee, OH 43537",44362,Maumee City,Lucas,FY03,K-12,Startup,Virtual,General Education,0.26371866,0.502778657,0.16199401,0.001941866,0.97133565,D,F,NR,F,F,F,F,F,F,F,C,F,NR,F,F,F,F,F,F,F,B,F,NR,F,F,C,F,F,F,F,C,C,NR,A,F,A,F,D,F,NR,F,D,F,F,NR,F,D,F,41.5870754,-83.684178,No
008303,"Kids Count of Dayton, Inc.",000736,Wings Academy 1,(216) 8120244,"10615 Lamontier Ave, Cleveland, OH 44104",43786,Cleveland Municipal,Cuyahoga,FY06,K-12,Startup,Site,General Education,1,0.985766057,0.120988518,--,0.930866261,C,C,NR,NR,B,NR,NR,NR,B,NR,D,C,NR,NR,C,NR,NR,NR,F,NR,B,F,NR,NR,C,NR,NR,NR,F,NR,F,C,NR,NR,NR,C,NR,NR,A,NR,NR,NR,NR,A,NR,NR,B,NR,41.4783443,-81.6111266,No
016998,Ohio Council of Community Schools,011923,Northeast Ohio College Preparatory School,(216) 9650580,"2280 Professor Ave, Cleveland, OH 44113",43786,Cleveland Municipal,Cuyahoga,FY11,K-12,Startup,Site,General Education,0.95114768,1,0.181297067,--,0.898233572,D,F,NR,C,F,NR,D,D,D,F,D,F,NR,D,F,NR,D,F,F,F,D,C,NR,D,A,NR,F,NR,F,F,NR,A,NR,A,A,NR,NR,C,A,NR,NR,C,NR,A,NR,B,B,NR,41.4809663,-81.6866005,No
123257,North Central Ohio ESC,013994,"Albert Einstein Academy for Letters, Arts and Sciences-Ohio",(440) 4714982,"3600 Crocker Rd, Westlake, OH 44145",45062,Westlake City,Cuyahoga,FY14,K-12,Conversion,Site,General Education,0.373633947,0.339238021,0.33911233,--,0.898185137,D,F,NR,C,C,B,D,D,D,F,NR,F,NR,NR,C,NR,F,NR,F,F,NR,F,NR,NR,C,F,NR,NR,F,D,NR,D,NR,NR,NR,B,NR,NR,F,NR,NR,F,NR,--,--,--,--,--,41.4373765,-81.949449,No
083246,St Aloysius Orphanage,016829,South Columbus Preparatory Academy,(614) 9860116,"3220 Groveport Rd, Columbus, OH 43207",43802,Columbus City School District,Franklin,FY18,K-8,Startup,Site,General Education,0.607735188,0.785943781,--,--,0.887253588,B,A,NR,NR,NR,NR,NR,NR,NR,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39.900718,-82.962531,No
016998,Ohio Council of Community Schools,000575,Hope Academy Northwest Campus,(216) 2266800,"1441 W 116th St, Cleveland, OH 44102",43786,Cleveland Municipal,Cuyahoga,FY05,K-12,Startup,Site,General Education,0.7493248,1,0.192769892,0.085160679,0.864990004,B,A,NR,A,A,NR,NR,NR,A,NR,C,A,NR,A,A,C,NR,NR,F,NR,C,A,NR,A,A,NR,NR,NR,F,NR,F,F,NR,B,D,NR,NR,NR,F,NR,F,F,NR,F,NR,F,C,NR,41.4821801,-81.7671663,No
007991,Educational Resource Consultants of Ohio,012040,Road to Success Academy,(614) 2524656,"3377 Cleveland Ave, Columbus, OH 43224",43802,Columbus City School District,Franklin,FY11,9-12,Startup,Site,Dropout Prevention and Recovery,0.96867934,1,0.244580375,--,0.474045647,Meets Standards,24.5,Meets Standards,28.9,Exceeds Standards,43.1,Meets Standards,Meets Standards,32.4,33.4,Exceeds Standards,Meets Standards,26.7,Meets Standards,33.3,Meets Standards,32.4,32.4,Meets Standards,Meets Standards,31.9,38.2,Meets Standards,17.4,Meets Standards,25.7,Meets Standards,Meets Standards,33.3,21.4,Meets Standards,0.6,Meets Standards,Does Not Meet Standards,Does Not Meet Standards,31.6,15.7,26,Meets Standards,21.4,Not Rated,--,22,22.7,Meets Standards,15.3,Meets Standards,Meets Standards,40.0358115,-82.9646716,No
048199,ESC of Lake Erie West,132993,Constellation Schools: Westpark Community Elementary,(216) 6880271,"16210 Lorain Ave, Cleveland, OH 44111",43786,Cleveland Municipal,Cuyahoga,FY02,K-4,Startup,Site,General Education,0.452226267,0.657958951,0.086147296,--,0.939992632,A,A,NR,NR,NR,NR,NR,NR,A,NR,B,A,NR,B,NR,NR,NR,NR,A,NR,B,A,NR,NR,NR,NR,NR,NR,F,NR,C,F,NR,NR,D,NR,NR,B,A,NR,C,B,NR,A,NR,NR,B,NR,41.4515782,-81.8121372,No
043752,Cincinnati City,133389,Lighthouse Community Sch Inc,(513) 5617888,"6100 Desmond St, Cincinnati, OH 45227",43752,Cincinnati City,Hamilton,FY01,6-12,Startup,Site,Special Education,0.808897891,1,0.709012725,--,0.622543612,Exceeds Standards,15.8,Meets Standards,16,Meets Standards,31.6,Meets Standards,Meets Standards,25,23.6,Not Rated,Meets Standards,8.7,Meets Standards,31.6,Meets Standards,25.9,25,Exceeds Standards,Meets Standards,27.4,NR,Meets Standards,23.8,Meets Standards,22.2,Meets Standards,Exceeds Standards,40.6,26.9,Meets Standards,NR,Meets Standards,Meets Standards,Not Rated,NR,22.2,25,Meets Standards,26.9,Exceeds Standards,40,32.1,NR,Meets Standards,15.8,Meets Standards,Meets Standards,39.162775,-84.3904381,No
044909,Toledo City,000125,Polly Fox Academy Community School,,,44909,Toledo City,Lucas,FY04,"#N/A",Startup,Site,Dropout Prevention and Recovery,0.816732303,0.812862001,--,--,0.450946955,Meets Standards,25,Meets Standards,18.2,Meets Standards,20.6,Exceeds Standards,Meets Standards,38.5,30.1,Exceeds Standards,Meets Standards,16.1,Meets Standards,17.6,Meets Standards,38.8,38.5,Exceeds Standards,Meets Standards,35.8,40,Meets Standards,8.8,Meets Standards,36.7,Meets Standards,Exceeds Standards,48.1,35.8,Meets Standards,0,Does Not Meet Standards,Does Not Meet Standards,Not Rated,NR,27.1,35.9,Meets Standards,33.3,Meets Standards,32.3,36.2,43.8,Exceeds Standards,33.3,Exceeds Standards,Meets Standards,0,0,Yes
007991,Educational Resource Consultants of Ohio,000576,King Academy Community School,(513) 4217519,"224 W Liberty St, Cincinnati, OH 45202",43752,Cincinnati City,Hamilton,FY05,K-8,Startup,Site,General Education,0.987515031,1,--,--,0.939717134,C,C,NR,NR,NR,NR,NR,NR,B,NR,F,C,NR,NR,C,NR,NR,NR,F,NR,NR,A,NR,NR,A,NR,NR,NR,B,NR,NR,D,NR,NR,B,NR,NR,NR,A,NR,NR,NR,NR,A,NR,NR,NR,NR,39.113376,-84.5202937,No
008303,"Kids Count of Dayton, Inc.",000738,Wings Academy 2,,,43786,Cleveland Municipal,Cuyahoga,FY07,"#N/A",Startup,Site,General Education,1,1,--,--,0.92922293,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,B,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,Yes
007991,Educational Resource Consultants of Ohio,012041,Central High School,(614) 3627530,"840 W State St, Columbus, OH 43222",43802,Columbus City School District,Franklin,FY11,9-12,Startup,Site,Dropout Prevention and Recovery,0.57929017,1,0.247766511,--,0.403056949,Does Not Meet Standards,7.7,Does Not Meet Standards,6,Meets Standards,12.1,Not Rated,Does Not Meet Standards,8.7,7.8,Does Not Meet Standards,Meets Standards,8.1,Does Not Meet Standards,9.1,Not Rated,NR,8.7,Meets Standards,Does Not Meet Standards,9.7,NR,Meets Standards,10,Not Rated,NR,Does Not Meet Standards,Meets Standards,18.2,18.8,Meets Standards,NR,Does Not Meet Standards,Does Not Meet Standards,Not Rated,NR,NR,8.7,Meets Standards,18.8,Not Rated,--,13,--,--,--,--,--,39.9577849,-83.0228572,No
048199,ESC of Lake Erie West,000577,Emerson Academy,(937) 2232889,"501 Hickory St, Dayton, OH 45410",43844,Dayton City,Montgomery,FY05,K-8,Startup,Site,General Education,0.55282868,1,0.151666862,--,0.911971678,F,F,NR,F,F,NR,NR,NR,F,NR,D,F,NR,A,F,F,NR,NR,F,NR,C,C,NR,B,C,C,NR,NR,F,NR,F,D,NR,F,F,NR,NR,NR,A,NR,C,A,NR,A,NR,A,A,NR,39.7517066,-84.1809043,No
008303,"Kids Count of Dayton, Inc.",000621,Summit Academy Transition High School Dayton,(937) 8138592,"251 Erdiel Dr, Dayton, OH 45415",43844,Dayton City,Montgomery,FY08,9-12,Startup,Site,Special Education,0.460664766,0.97837547,0.702753967,--,0.866820028,F,F,NR,D,C,C,D,D,F,F,NR,F,NR,D,C,C,F,F,F,F,NR,C,NR,C,C,F,F,D,NR,F,NR,NR,NR,NR,NR,NR,B,NR,NR,NR,NR,NR,F,NR,NR,NR,NR,C,39.8161696,-84.2327945,No
007991,Educational Resource Consultants of Ohio,012042,George V. Voinovich Reclamation Academy,,,43786,Cleveland Municipal,Cuyahoga,FY11,"#N/A",Startup,Site,Dropout Prevention and Recovery,0.849908318,1,0.242363811,--,0.531058188,Does Not Meet Standards,22.8,Meets Standards,35.7,Meets Standards,33.3,Meets Standards,Meets Standards,13.8,26.7,Does Not Meet Standards,Meets Standards,28.8,Meets Standards,32.4,Meets Standards,23.3,13.8,Meets Standards,Meets Standards,24.7,26.9,Meets Standards,24.1,Meets Standards,20.5,Meets Standards,Meets Standards,22.8,13.5,Meets Standards,7.6,Does Not Meet Standards,Does Not Meet Standards,Does Not Meet Standards,5.6,15.1,10.3,Does Not Meet Standards,11.5,Not Rated,--,15,21.7,Meets Standards,10.2,Meets Standards,Does Not Meet Standards,0,0,Yes
007991,Educational Resource Consultants of Ohio,012043,Frederick Douglass Reclamation Academy,(216) 9615631,"3167 Fulton Rd, Cleveland, OH 44109",43786,Cleveland Municipal,Cuyahoga,FY11,9-12,Startup,Site,Dropout Prevention and Recovery,0.695587009,1,0.165580283,--,0.448347266,Meets Standards,17.7,Meets Standards,16.7,Meets Standards,29.6,Meets Standards,Meets Standards,18,21.8,Exceeds Standards,Meets Standards,9.2,Meets Standards,27.5,Meets Standards,26.2,16.4,Meets Standards,Meets Standards,20.6,70,Meets Standards,25,Meets Standards,23,Meets Standards,Meets Standards,22.8,21.7,Meets Standards,7.8,Does Not Meet Standards,Does Not Meet Standards,Does Not Meet Standards,30.8,19,13.1,Meets Standards,13,Not Rated,--,16.2,59.1,Meets Standards,8,Meets Standards,Meets Standards,41.4680682,-81.7071562,No
048199,ESC of Lake Erie West,000623,Summit Academy-Youngstown,(330) 2590421,"144 N Schenley Ave, Youngstown, OH 44509",45161,Youngstown City,Mahoning,FY05,K-7,Startup,Site,Special Education,0.617323815,1,0.808918017,--,0.896480587,D,F,NR,F,F,C,NR,NR,C,NR,D,F,NR,F,F,F,NR,NR,F,NR,B,F,NR,F,F,F,NR,NR,F,NR,F,C,NR,C,C,C,NR,D,C,NR,B,A,NR,C,NR,A,A,NR,41.1058595,-80.7009095,No
007991,Educational Resource Consultants of Ohio,012044,Capital High School,(614) 2282854,"640 Harrisburg Pike, Columbus, OH 43223",43802,Columbus City School District,Franklin,FY11,9-12,Startup,Site,Dropout Prevention and Recovery,0.392340958,0.994071463,0.281269039,--,0.455147234,Meets Standards,18.8,Meets Standards,21.6,Meets Standards,33.6,Meets Standards,Meets Standards,30.4,26.5,Exceeds Standards,Meets Standards,17.3,Meets Standards,30.7,Meets Standards,26.7,30.4,Meets Standards,Meets Standards,25.4,54.2,Meets Standards,23.4,Meets Standards,24.8,Meets Standards,Meets Standards,19,30,Meets Standards,39.2,Meets Standards,Does Not Meet Standards,Does Not Meet Standards,29.3,17.8,26.6,Meets Standards,30,Not Rated,--,20.6,27.5,Meets Standards,13.6,Does Not Meet Standards,Not Rated,39.9450884,-83.0360216,No
123257,North Central Ohio ESC,013999,Rise & Shine Academy,(419) 2449900,"3248 Warsaw St, Toledo, OH 43608",44909,Toledo City,Lucas,FY14,K-6,Conversion,Site,General Education,0.917302486,1,--,--,0.918172891,C,A,NR,NR,NR,NR,NR,NR,B,NR,F,A,NR,NR,B,NR,NR,NR,F,NR,C,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,A,NR,NR,NR,A,NR,NR,B,NR,NR,C,NR,--,--,--,--,--,41.6819264,-83.5432047,No
083246,St Aloysius Orphanage,012045,Patriot Preparatory Academy,(614) 8645332,"4938 Beatrice Dr, Columbus, OH 43227",43802,Columbus City School District,Franklin,FY11,K-12,Startup,Site,General Education,0.929005483,0.65029578,0.086433687,0.039612325,0.949689972,D,F,NR,NR,C,NR,A,A,C,F,F,F,NR,D,D,NR,B,A,F,F,A,F,NR,NR,F,NR,A,A,F,D,NR,A,NR,NR,B,NR,A,B,B,NR,NR,B,A,D,NR,NR,A,NR,39.9492517,-82.8641465,No
016998,Ohio Council of Community Schools,012541,University of Cleveland Preparatory School,(216) 3619720,"1906 E 40th St, Cleveland, OH 44103",43786,Cleveland Municipal,Cuyahoga,FY12,K-12,Startup,Site,General Education,0.984928839,1,0.159525672,--,0.887257792,D,F,NR,NR,C,C,NR,NR,F,NR,C,F,NR,D,D,F,NR,NR,F,NR,D,F,NR,NR,C,F,NR,NR,F,NR,F,D,NR,NR,C,NR,NR,F,A,NR,D,A,NR,A,NR,NR,A,NR,41.5057799,-81.6588129,No
083246,St Aloysius Orphanage,133439,Cornerstone Academy Community School,(614) 7750615 ext 206,"6015 E Walnut St, Westerville, OH 43081",43802,Columbus City School District,Franklin,FY01,K-12,Startup,Site,General Education,0.774192057,0.526347447,0.089322234,0.10824148,0.958062738,B,A,NR,C,C,NR,NR,NR,A,NR,B,B,NR,C,C,NR,NR,NR,F,NR,D,A,NR,NR,C,NR,NR,NR,F,NR,NR,A,NR,NR,A,NR,NR,NR,A,NR,NR,C,NR,A,NR,NR,B,NR,40.1135495,-82.8270499,No
007991,Educational Resource Consultants of Ohio,015710,Bridge Gate Community School,(614) 5013820,"4060 Sullivant Ave, Columbus, OH 43228",43802,Columbus City School District,Franklin,FY17,K-12,Startup,Site,General Education,0.890375614,1,0.162873336,0.686736191,0.815523771,F,F,NR,NR,D,NR,NR,NR,F,NR,NR,D,NR,NR,D,NR,NR,NR,NR,NR,NR,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39.9429081,-83.1068793,No
048199,ESC of Lake Erie West,133322,Summit Academy Community School Alternative Learners-Lorain,(440) 2774110,"2140 E 36th St, Lorain, OH 44055",44263,Lorain City,Lorain,FY02,K-5,Startup,Site,Special Education,0.442203155,1,0.739723407,--,0.915757277,B,A,NR,B,C,NR,NR,NR,A,NR,C,A,NR,A,B,NR,NR,NR,F,NR,B,A,NR,A,C,NR,NR,NR,F,NR,F,D,NR,D,C,NR,NR,F,B,NR,B,B,NR,B,NR,B,B,NR,41.4364517,-82.1204417,No
